"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","downtown","airport","ddowntown"
"780","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",149,2,2,44,"t","t","strict",0,0,781
"781","f","t","Apartment","Entire home/apt",5,2,2,1,"Real Bed",170,1,3,0,"f","f","strict",0,0,781
"782","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",209,1,6,0,"f","f","strict",0,0,781
"783","f","f","Apartment","Entire home/apt",7,1.5,3,6,"Real Bed",149,1,2,0,"f","f","strict",0,0,781
"784","f","t","Apartment","Private room",2,1,1,1,"Real Bed",120,1,2,10,"f","f","strict",0,0,781
"785","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,3,2,"f","f","strict",0,0,781
"786","f","f","Condominium","Entire home/apt",6,1,2,3,"Real Bed",225,4,2,0,"f","f","strict",0,0,781
"787","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",136,1,4,0,"f","f","strict",0,0,781
"788","f","t","Loft","Entire home/apt",4,2,2,2,"Real Bed",159,2,2,18,"t","f","strict",0,0,781
"789","f","f","Apartment","Private room",2,1,1,1,"Real Bed",110,1,1,2,"t","f","strict",0,0,781
"790","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",152,2,2,7,"f","f","moderate",0,0,781
"791","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",85,2,2,3,"f","f","strict",0,0,781
"792","f","f","Apartment","Shared room",1,1,1,1,"Couch",99,1,1,5,"t","f","strict",0,0,781
"793","f","f","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,2,"f","f","flexible",0,0,781
"794","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",225,1,1,0,"f","f","flexible",0,0,781
"795","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",349,1,3,0,"f","f","strict",0,0,781
"796","t","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",199,1,1,6,"f","f","moderate",0,0,781
"797","f","t","Loft","Entire home/apt",4,2,2,2,"Real Bed",259,2,2,10,"t","t","strict",0,0,781
"798","f","t","Other","Entire home/apt",5,2,2,3,"Real Bed",389,1,3,24,"f","f","moderate",0,0,781
"800","t","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",179,2,1,6,"t","t","strict",0,0,781
"801","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,1,3,0,"f","f","strict",0,0,781
"802","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",184,1,3,0,"f","f","strict",0,0,781
"803","f","f","Condominium","Entire home/apt",8,1,3,4,"Real Bed",169,4,2,24,"t","f","strict",0,0,781
"804","t","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",249,4,2,8,"f","t","strict",0,0,781
"805","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",295,4,2,114,"t","t","moderate",0,0,781
"806","f","f","Apartment","Private room",2,1,1,1,"Real Bed",93,1,1,2,"f","f","flexible",0,0,781
"807","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",199,1,7,0,"f","f","moderate",0,0,781
"808","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",259,1,2,5,"t","f","strict",0,0,781
"809","t","t","Apartment","Entire home/apt",5,2,2,3,"Real Bed",275,1,7,2,"f","f","moderate",0,0,781
"810","t","t","House","Private room",4,1,1,3,"Real Bed",99,2,3,72,"f","f","moderate",0,0,2166
"811","t","t","House","Private room",2,1,1,1,"Real Bed",99,1,2,106,"f","f","moderate",0,0,2166
"812","t","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",159,2,1,262,"f","t","moderate",0,0,2166
"813","t","t","Apartment","Entire home/apt",6,1,2,2,"Real Bed",225,4,2,53,"t","t","strict",0,0,2166
"814","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",175,2,2,8,"t","t","strict",0,0,2166
"815","f","t","Other","Entire home/apt",4,1,1,2,"Real Bed",169,2,1,7,"f","f","strict",0,0,2166
"816","t","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",155,1,5,23,"f","f","strict",0,0,2166
"817","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,2,1,29,"f","f","strict",0,0,2166
"818","f","t","Apartment","Entire home/apt",5,1,1,3,"Real Bed",169,3,1,29,"f","t","moderate",0,0,2166
"819","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,1,271,"f","f","strict",0,0,2166
"820","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",137,1,1,0,"t","f","strict",0,0,2166
"821","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,1,378,"f","t","strict",0,0,2166
"822","f","f","Apartment","Entire home/apt",8,2,3,3,"Real Bed",169,1,2,57,"t","t","strict",0,0,2166
"823","f","t","Condominium","Private room",1,1,1,1,"Real Bed",100,1,1,0,"f","f","flexible",0,0,2166
"824","f","f","House","Entire home/apt",12,2,4,4,"Real Bed",249,1,2,31,"t","f","strict",0,0,2166
"825","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",245,1,1,95,"f","t","strict",0,0,2166
"826","t","t","Condominium","Entire home/apt",2,1,1,2,"Real Bed",270,3,3,7,"f","f","strict",0,0,2166
"827","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,2,3,1,"t","f","strict",0,0,2166
"828","t","t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",285,1,2,109,"f","f","flexible",0,0,2166
"829","t","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,1,182,"t","t","flexible",0,0,2166
"830","t","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",125,2,1,217,"f","f","strict",0,0,2166
"831","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",165,1,1,8,"f","f","moderate",0,0,2166
"832","f","t","Condominium","Entire home/apt",5,2,2,2,"Real Bed",250,4,2,16,"f","t","flexible",0,0,2166
"833","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",150,4,1,54,"t","f","strict",0,0,2166
"834","f","f","Condominium","Entire home/apt",4,1,1,2,"Real Bed",169,1,3,0,"f","f","strict",0,0,2166
"835","f","f","Apartment","Entire home/apt",3,1,2,3,"Real Bed",150,1,20,0,"t","f","strict",0,0,2166
"836","f","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",169,1,3,0,"f","f","strict",0,0,2166
"837","f","f","Condominium","Entire home/apt",4,1,1,2,"Real Bed",169,1,3,0,"f","f","strict",0,0,2166
"838","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,3,4,"f","f","moderate",0,0,2166
"839","f","t","Apartment","Entire home/apt",5,1,1,3,"Real Bed",219,3,1,23,"t","t","moderate",0,0,2166
"840","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",185,1,2,2,"f","f","flexible",0,0,2166
"842","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,1,6,"t","f","flexible",0,0,2166
"843","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",399,1,7,20,"f","f","moderate",0,0,2166
"844","f","f","Condominium","Entire home/apt",2,1,0,1,"Real Bed",167,1,3,4,"f","t","strict",0,0,2166
"845","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,1,380,"f","f","strict",0,0,2166
"846","t","t","Apartment","Private room",1,1,1,1,"Real Bed",79,1,1,47,"f","f","flexible",0,0,2166
"847","f","f","Condominium","Entire home/apt",2,1,0,1,"Real Bed",83,1,5,2,"f","f","strict",0,0,2166
"848","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",220,1,2,3,"f","f","flexible",0,0,2166
"849","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,2,2,9,"f","f","moderate",0,0,2166
"850","f","t","House","Entire home/apt",2,1,1,1,"Real Bed",225,1,7,1,"f","f","strict",0,0,2166
"851","f","f","Apartment","Entire home/apt",6,1,3,4,"Real Bed",285,4,2,13,"f","f","strict",0,0,2166
"852","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",125,1,30,1,"f","f","flexible",0,0,2166
"853","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,2,10,"t","f","flexible",0,0,2166
"855","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,1,334,"f","f","strict",0,0,2166
"856","f","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",135,2,2,63,"f","f","strict",0,0,2166
"857","f","t","Apartment","Entire home/apt",6,1,3,4,"Real Bed",137,5,1,77,"t","f","strict",0,0,2166
"858","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,7,4,"t","f","strict",0,0,2166
"859","f","f","Apartment","Entire home/apt",12,2,4,4,"Real Bed",249,1,2,34,"t","f","strict",0,0,2166
"860","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",160,2,1,53,"f","f","strict",0,0,2166
"861","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,2,23,"f","f","strict",0,0,2166
"862","f","f","Apartment","Entire home/apt",2,1,2,2,"Real Bed",200,1,1,0,"f","f","flexible",0,0,2166
"863","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",119,1,3,47,"t","t","strict",0,0,2166
"864","t","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",225,4,1,1,"f","f","strict",0,0,2166
"865","f","f","Condominium","Entire home/apt",6,1,2,3,"Real Bed",199,4,3,0,"t","f","strict",0,0,2166
"866","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,1,215,"f","t","strict",0,0,2166
"867","f","f","Apartment","Entire home/apt",8,2,3,3,"Real Bed",169,1,3,53,"t","t","strict",0,0,2166
"868","f","f","Apartment","Private room",2,1,1,1,"Real Bed",100,2,2,17,"t","f","flexible",0,0,2166
"869","f","f","House","Entire home/apt",12,2,4,4,"Real Bed",249,1,2,31,"t","f","strict",0,0,2166
"870","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,1,0,"f","f","flexible",0,0,2166
"871","f","t","Condominium","Entire home/apt",5,1,2,4,"Real Bed",200,5,3,50,"t","t","strict",0,0,2166
"872","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",215,1,1,153,"f","t","strict",0,0,2166
"873","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,1,23,"f","f","strict",0,0,2166
"874","f","t","Apartment","Entire home/apt",7,1,0,3,"Real Bed",209,4,1,9,"t","t","moderate",0,0,2166
"875","f","f","Condominium","Entire home/apt",6,1.5,2,3,"Real Bed",383,4,3,14,"f","t","strict",0,0,2166
"876","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",210,1,3,1,"f","f","moderate",0,0,2166
"877","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",180,4,1,50,"f","f","moderate",0,0,2166
"878","t","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,2,39,"f","f","strict",0,0,2166
"879","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",137,1,1,5,"t","f","strict",0,0,2166
"880","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",189,1,2,0,"t","f","strict",0,0,2166
"881","f","f","Apartment","Entire home/apt",2,1,2,2,"Real Bed",116,1,1,0,"f","f","flexible",0,0,2166
"882","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",229,1,4,38,"f","f","strict",0,0,2166
"883","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",147,1,1,8,"t","f","strict",0,0,2166
"884","t","t","Apartment","Entire home/apt",4,1,2,4,"Real Bed",199,1,5,23,"f","f","strict",0,0,2166
"885","f","f","Condominium","Entire home/apt",1,1,1,2,"Real Bed",275,1,1,0,"f","f","flexible",0,0,2166
"886","f","f","Apartment","Entire home/apt",12,2,4,4,"Real Bed",249,1,2,37,"t","f","strict",0,0,2166
"887","t","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",200,1,2,15,"f","f","moderate",0,0,2166
"888","t","t","Condominium","Entire home/apt",4,1,1,2,"Real Bed",185,3,1,53,"f","t","strict",0,0,2166
"889","f","t","Apartment","Private room",2,1,1,1,"Real Bed",103,2,2,2,"f","f","moderate",0,0,2166
"890","f","f","Condominium","Entire home/apt",2,1,1,1,"Real Bed",150,2,2,48,"f","t","strict",0,0,2166
"891","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,1,1,323,"f","f","strict",0,0,2166
"892","t","t","Apartment","Entire home/apt",6,1.5,3,3,"Real Bed",295,4,2,42,"t","t","strict",0,0,2166
"893","f","t","Loft","Entire home/apt",2,1,1,1,"Real Bed",250,1,2,8,"f","f","flexible",0,0,2166
"894","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,2,1,175,"t","f","strict",0,0,2166
"895","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",165,4,3,16,"f","f","moderate",0,0,2166
"896","f","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",0,1,2,10,"f","f","moderate",0,0,2166
"897","t","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",255,4,1,145,"f","t","strict",0,0,2166
"898","f","f","Apartment","Entire home/apt",4,1,1,4,"Real Bed",325,4,3,7,"f","t","moderate",0,0,2166
"900","t","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",170,2,1,66,"f","t","strict",0,0,2166
"901","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,2,2,9,"f","f","strict",0,0,2166
"902","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",400,1,2,7,"f","f","strict",0,0,2166
"903","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",108,1,2,20,"f","f","strict",0,0,2166
"904","f","t","Condominium","Entire home/apt",3,1,1,2,"Real Bed",150,2,1,167,"f","f","strict",0,0,2166
"905","t","f","Boat","Entire home/apt",5,2,2,3,"Real Bed",260,2,1,59,"f","f","strict",0,0,2166
"906","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,1,1,7,"f","f","strict",0,0,2166
"907","f","f","House","Entire home/apt",10,2,3,5,"Real Bed",292,2,2,2,"t","f","super_strict_30",0,0,2166
"909","f","t","Apartment","Private room",2,1,1,1,"Real Bed",115,1,2,72,"f","f","strict",0,0,2166
"910","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",125,2,2,253,"f","f","flexible",0,0,2166
"911","f","t","Loft","Entire home/apt",2,1,1,1,"Real Bed",240,1,2,1,"f","f","moderate",0,0,2166
"912","f","f","Condominium","Entire home/apt",4,1,0,2,"Real Bed",195,2,3,1,"f","f","strict",0,0,2166
"914","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",99,1,3,3,"t","f","strict",0,0,2166
"915","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",99,1,2,60,"t","t","strict",0,0,2166
"916","f","f","Apartment","Entire home/apt",7,1,3,4,"Real Bed",125,5,1,76,"t","f","strict",0,0,2166
"917","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",147,1,1,30,"t","f","strict",0,0,2166
"918","f","t","Apartment","Private room",2,1,1,1,"Real Bed",175,1,1,1,"f","f","flexible",0,0,2166
"919","f","f","House","Entire home/apt",6,1,2,3,"Real Bed",292,2,2,3,"t","f","super_strict_30",0,0,2166
"920","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",99,1,3,5,"t","f","strict",0,0,2166
"921","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",99,1,3,5,"t","f","strict",0,0,2166
"922","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",185,2,2,1,"f","f","flexible",0,0,2166
"923","f","t","Condominium","Entire home/apt",4,1,1,1,"Real Bed",250,2,2,5,"f","f","moderate",0,0,2166
"924","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",89,2,2,94,"t","f","strict",0,0,2166
"925","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,3,"t","t","strict",0,0,2166
"926","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",149,1,2,43,"t","t","strict",0,0,2166
"927","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",149,1,2,36,"t","t","strict",0,0,2166
"928","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",199,4,1,71,"f","t","strict",0,0,2166
"929","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",149,1,2,39,"t","t","strict",0,0,2166
"930","f","f","Apartment","Entire home/apt",4,1,1,1,"Pull-out Sofa",159,2,1,25,"f","f","strict",0,0,2166
"931","f","f","Apartment","Entire home/apt",8,1,3,3,"Real Bed",139,1,2,63,"t","t","strict",0,0,2166
"932","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",215,1,2,14,"f","f","strict",0,0,2166
"933","f","f","Condominium","Entire home/apt",6,1.5,2,3,"Real Bed",395,4,3,1,"f","f","strict",0,0,2166
"934","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",180,1,6,0,"f","f","strict",0,0,2166
"936","f","t","Apartment","Entire home/apt",6,1,3,3,"Real Bed",175,3,2,3,"f","f","flexible",0,0,2166
"937","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",250,1,1,0,"f","f","flexible",0,0,2166
"938","f","f","Apartment","Private room",2,1,1,1,"Real Bed",100,2,2,11,"f","f","flexible",0,0,2166
"939","t","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",210,1,2,16,"f","f","strict",0,0,2166
"940","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",149,1,3,52,"t","f","strict",0,0,2166
"941","t","t","Condominium","Entire home/apt",2,1,1,2,"Real Bed",270,3,3,13,"f","f","strict",0,0,2166
"942","f","t","Apartment","Private room",1,1,1,1,"Real Bed",149,1,1,9,"f","f","flexible",0,0,2166
"943","t","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",165,2,1,71,"f","t","strict",0,0,2166
"944","f","f","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",200,1,1,6,"f","f","flexible",0,0,2166
"945","t","t","Apartment","Entire home/apt",6,1,2,2,"Real Bed",200,4,2,99,"t","t","strict",0,0,2166
"946","t","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",192,2,4,106,"t","t","strict",0,0,2166
"947","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,1,1,1,"t","f","strict",0,0,2166
"948","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",159,1,2,22,"t","f","flexible",0,0,2166
"949","f","f","Apartment","Entire home/apt",6,1,2,2,"Real Bed",99,1,3,37,"t","t","strict",0,0,2166
"950","f","f","Apartment","Entire home/apt",6,1,2,4,"Real Bed",129,5,2,109,"t","t","strict",0,0,2166
"951","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",144,1,1,35,"f","f","strict",0,0,2166
"952","f","f","Apartment","Entire home/apt",8,1,3,4,"Real Bed",139,1,2,41,"t","t","strict",0,0,2166
"953","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",118,1,2,1,"f","f","flexible",0,0,2166
"954","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,3,32,"t","f","flexible",0,0,2166
"955","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",199,1,1,1,"t","f","moderate",0,0,2166
"956","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",225,2,2,161,"f","f","strict",0,0,2166
"957","t","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",225,1,2,63,"f","f","flexible",0,0,2166
"958","t","f","Apartment","Private room",1,1,1,1,"Real Bed",120,1,1,94,"t","f","moderate",0,0,2166
"959","f","f","Condominium","Entire home/apt",6,1,2,3,"Real Bed",199,4,3,0,"t","f","strict",0,0,2166
"960","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",119,1,2,54,"t","t","strict",0,0,2166
"961","f","f","Apartment","Entire home/apt",5,1,1,4,"Real Bed",99,3,2,93,"t","t","strict",0,0,2166
"962","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",79,1,3,25,"t","t","strict",0,0,2166
"963","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",149,1,3,3,"t","f","strict",0,0,2166
"964","f","f","Apartment","Private room",1,1,1,1,"Real Bed",88,1,1,29,"f","f","flexible",0,0,2166
"965","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",200,2,3,4,"f","f","strict",0,0,2166
"966","f","t","Apartment","Private room",2,1,1,1,"Real Bed",130,1,3,1,"f","f","flexible",0,0,2166
"967","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",99,4,1,82,"t","f","strict",0,0,2166
"968","f","f","Condominium","Entire home/apt",2,1,0,1,"Real Bed",140,1,1,16,"t","f","moderate",0,0,2166
"969","f","f","Condominium","Entire home/apt",4,1,2,2,"Real Bed",199,1,3,0,"t","f","moderate",0,0,2166
"970","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",109,4,1,106,"t","t","strict",0,0,2166
"971","t","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",305,4,1,74,"f","t","strict",0,0,2166
"972","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",109,1,3,0,"t","f","strict",0,0,2166
"973","f","t","Apartment","Private room",1,2,1,1,"Real Bed",50,1,2,0,"f","f","flexible",0,0,2166
"974","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",109,1,3,3,"t","f","strict",0,0,2166
"975","t","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",159,2,1,159,"t","t","moderate",0,0,2166
"976","t","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",195,1,2,26,"f","t","strict",0,0,2166
"977","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",300,1,2,28,"f","f","flexible",0,0,2166
"978","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",99,1,3,3,"t","f","strict",0,0,2166
"979","f","f","Apartment","Entire home/apt",8,3,3,4,"Real Bed",299,6,2,40,"t","t","strict",0,0,2166
"980","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",147,1,1,28,"t","f","strict",0,0,2166
"981","f","t","Condominium","Entire home/apt",3,1,1,2,"Real Bed",147,3,1,138,"t","f","strict",0,0,2166
"982","f","f","Apartment","Entire home/apt",6,1,2,1,"Real Bed",45,1,1,0,"f","f","flexible",0,0,2166
"983","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",129,4,2,99,"t","t","strict",0,0,2166
"984","f","f","Apartment","Entire home/apt",3,1,2,2,"Real Bed",99,1,3,0,"t","f","strict",0,0,2166
"985","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,3,5,"t","f","strict",0,0,2166
"986","t","t","Apartment","Entire home/apt",6,1,3,3,"Real Bed",275,4,2,47,"t","t","strict",0,0,2166
"987","t","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",175,2,2,129,"t","f","strict",0,0,2166
"988","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",250,2,2,10,"f","f","strict",0,0,2166
"989","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,2,18,"f","f","flexible",0,0,2166
"990","f","t","Apartment","Private room",1,1,1,1,"Couch",100,1,1,0,"f","f","flexible",0,0,2166
"991","t","t","Apartment","Private room",2,1,1,1,"Real Bed",185,2,2,46,"f","f","strict",0,0,2166
"992","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,1,3,"f","f","flexible",0,0,2166
"993","f","t","House","Private room",2,1,1,2,"Real Bed",80,1,1,19,"f","f","moderate",0,0,2166
"994","f","f","Apartment","Entire home/apt",7,2,3,3,"Real Bed",169,1,3,1,"t","f","strict",0,0,2166
"995","f","f","Apartment","Entire home/apt",6,1.5,2,2,"Real Bed",119,1,3,45,"t","f","strict",0,0,2166
"996","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,3,4,"t","f","strict",0,0,2166
"997","f","f","Apartment","Entire home/apt",7,1,3,3,"Real Bed",139,1,2,47,"t","t","strict",0,0,2166
"998","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",149,1,3,55,"t","f","strict",0,0,2166
"999","f","f","Apartment","Entire home/apt",8,2,3,3,"Real Bed",159,1,2,37,"t","t","strict",0,0,2166
"1000","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",235,1,4,1,"t","f","flexible",0,0,2166
"1001","f","f","Apartment","Entire home/apt",7,1,3,3,"Real Bed",139,1,3,42,"t","t","strict",0,0,2166
"1002","f","t","Apartment","Private room",2,1,1,1,"Real Bed",110,1,1,24,"f","f","flexible",0,0,2166
"1003","f","f","Apartment","Entire home/apt",7,2,3,3,"Real Bed",169,1,3,3,"t","f","strict",0,0,2166
"1004","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,2,65,"t","f","flexible",0,0,2166
"1005","t","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",130,2,2,95,"t","t","strict",0,0,2166
"1006","t","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",225,4,3,6,"f","f","strict",0,0,2166
"1007","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",235,2,4,1,"f","f","strict",0,0,2166
"1008","f","f","Apartment","Entire home/apt",7,2,3,3,"Real Bed",169,1,3,6,"t","f","strict",0,0,2166
"1009","f","t","Condominium","Entire home/apt",2,1,1,1,"Real Bed",175,1,2,3,"f","f","moderate",0,0,2166
"1010","f","f","Condominium","Entire home/apt",4,1,1,2,"Real Bed",179,1,2,15,"f","f","strict",0,0,2166
"1011","f","f","House","Entire home/apt",3,1,0,1,"Real Bed",56,1,1,110,"f","f","moderate",0,0,5597
"1012","t","f","Apartment","Private room",2,1,1,1,"Real Bed",115,2,2,55,"t","f","strict",0,0,5597
"1013","f","f","Apartment","Private room",1,1,1,1,"Real Bed",100,1,1,6,"f","f","flexible",0,0,5597
"1014","f","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,48,"f","f","moderate",0,0,5597
"1015","f","t","Apartment","Entire home/apt",5,1,1,3,"Pull-out Sofa",250,1,2,7,"t","f","moderate",0,0,5597
"1016","f","t","Apartment","Private room",2,1,1,1,"Real Bed",130,1,1,2,"f","f","flexible",0,0,5597
"1017","f","f","Apartment","Private room",2,1,1,2,"Real Bed",78,1,1,5,"t","f","strict",0,0,5597
"1018","f","t","House","Private room",2,1.5,1,1,"Real Bed",95,1,2,126,"t","f","strict",0,0,5597
"1019","f","t","House","Private room",2,1,1,1,"Real Bed",65,1,1,21,"t","f","moderate",0,0,5597
"1020","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,2,3,94,"f","f","moderate",0,0,5597
"1021","f","f","Apartment","Private room",1,1,1,1,"Real Bed",52,1,1,3,"f","f","flexible",0,0,5597
"1022","f","f","Townhouse","Private room",2,1,1,1,"Real Bed",83,1,1,155,"t","f","flexible",0,0,5597
"1023","t","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,2,57,"t","t","strict",0,0,5597
"1024","f","f","Apartment","Entire home/apt",5,1,3,4,"Real Bed",270,3,1,0,"t","f","flexible",0,0,5597
"1025","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",94,1,2,8,"f","f","strict",0,0,5597
"1026","f","t","Apartment","Entire home/apt",2,1,1,3,"Real Bed",275,2,2,61,"f","f","moderate",0,0,5597
