"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","downtown","airport","ddowntown"
"3990","f","t","Apartment","Private room",3,1,1,1,"Real Bed",60,1,1,3,"t","f","strict",0,0,8467
"3991","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,2,18,"t","f","strict",0,0,8467
"3992","f","t","Apartment","Entire home/apt",12,2,3,7,"Real Bed",249,1,1,23,"f","t","strict",0,0,8467
"3993","f","f","Apartment","Entire home/apt",3,1,2,2,"Real Bed",84,3,4,1,"t","f","strict",0,0,8467
"3994","f","t","Condominium","Entire home/apt",2,1.5,1,1,"Real Bed",120,2,1,1,"f","f","moderate",0,0,8467
"3995","f","t","House","Private room",4,1,1,2,"Real Bed",55,1,1,200,"t","f","flexible",0,0,8467
"3996","f","f","Apartment","Private room",3,1,1,2,"Real Bed",44,1,7,2,"t","f","strict",0,0,8467
"3997","t","t","House","Private room",3,2,1,2,"Real Bed",76,1,1,318,"t","f","flexible",0,0,8467
"3998","f","f","Apartment","Entire home/apt",6,2,3,3,"Real Bed",170,3,2,23,"f","f","moderate",0,0,8467
"3999","f","t","Condominium","Entire home/apt",5,1,3,3,"Real Bed",99,1,1,26,"f","f","strict",0,0,8467
"4000","f","f","Other","Entire home/apt",2,1,1,1,"Real Bed",80,1,1,9,"f","f","flexible",0,0,8467
"4001","t","t","House","Private room",2,1,1,1,"Real Bed",60,1,4,12,"t","f","strict",0,0,8467
"4002","f","f","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,0,"f","f","flexible",0,0,8467
"4003","f","t","In-law","Private room",2,1,1,1,"Real Bed",55,1,7,50,"f","f","moderate",0,0,8467
"4004","t","f","Apartment","Private room",2,1,1,1,"Real Bed",160,1,3,1,"f","f","moderate",0,0,8467
"4005","f","f","Condominium","Entire home/apt",6,1,3,3,"Real Bed",264,1,2,0,"f","f","strict",0,0,8467
"4006","f","t","Apartment","Private room",1,1,1,1,"Real Bed",55,1,1,4,"f","f","strict",0,0,8467
"4007","f","t","Apartment","Entire home/apt",3,1,2,2,"Real Bed",150,1,1,3,"f","f","moderate",0,0,8467
"4008","f","t","Apartment","Private room",2,1,1,1,"Real Bed",65,2,4,54,"f","f","flexible",0,0,8467
"4009","f","f","Apartment","Private room",1,1,1,1,"Airbed",37,1,15,2,"f","f","moderate",0,0,8467
"4010","f","f","House","Entire home/apt",9,1.5,2,5,"Real Bed",220,2,2,19,"t","t","strict",0,0,8467
"4011","f","f","Apartment","Private room",1,1,1,1,"Real Bed",60,1,15,0,"f","f","strict",0,0,8467
"4012","f","t","House","Private room",2,1,1,1,"Real Bed",76,1,2,45,"t","f","moderate",0,0,8467
"4013","f","t","Condominium","Entire home/apt",4,1.5,1,2,"Real Bed",97,2,2,2,"f","f","moderate",0,0,8467
"4014","t","t","House","Private room",3,1,1,2,"Real Bed",50,2,1,71,"f","f","moderate",0,0,8467
"4015","t","f","Apartment","Private room",2,1,1,1,"Real Bed",135,1,5,1,"f","f","moderate",0,0,8467
"4016","f","t","Condominium","Private room",2,1,1,1,"Real Bed",68,1,1,40,"t","f","moderate",0,0,8467
"4017","f","f","Apartment","Private room",1,1,1,1,"Airbed",37,1,15,6,"f","f","strict",0,0,8467
"4018","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,2,4,43,"f","f","flexible",0,0,8467
"4019","f","f","House","Private room",1,1,1,1,"Real Bed",75,1,1,0,"t","f","flexible",0,0,8467
"4020","f","f","Apartment","Private room",1,1,0,1,"Real Bed",100,1,1,0,"t","f","flexible",0,0,8467
"4021","t","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,1,79,"f","f","flexible",0,0,8467
"4022","t","t","Bed & Breakfast","Private room",2,2.5,1,1,"Real Bed",80,2,1,214,"f","f","flexible",0,0,8467
"4023","f","t","House","Private room",3,1.5,1,1,"Real Bed",75,1,2,168,"t","f","moderate",0,0,8467
"4024","f","f","Condominium","Private room",2,1,1,1,"Futon",70,1,1,73,"f","f","moderate",0,0,8467
"4025","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",195,1,2,4,"t","f","flexible",0,0,8467
"4026","f","t","House","Private room",2,1,1,1,"Real Bed",75,1,2,11,"f","f","moderate",0,0,8467
"4027","t","t","Condominium","Private room",2,1,1,1,"Real Bed",80,1,2,18,"t","f","flexible",0,0,8467
"4028","t","t","Apartment","Private room",1,1,1,1,"Real Bed",33,1,14,1,"f","f","strict",0,0,8467
"4029","t","t","House","Private room",1,1,1,1,"Real Bed",39,1,14,5,"f","f","strict",0,0,8467
"4030","t","t","House","Private room",1,1,1,1,"Real Bed",59,1,4,6,"t","f","strict",0,0,8467
"4031","f","t","House","Private room",2,2.5,1,1,"Real Bed",70,1,2,86,"f","f","flexible",0,0,8467
"4032","f","t","Condominium","Entire home/apt",8,1,2,5,"Real Bed",250,1,3,0,"t","f","strict",0,0,8467
"4033","f","f","Apartment","Private room",1,1,1,1,"Airbed",35,1,15,1,"f","f","moderate",0,0,8467
"4034","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",125,2,2,36,"t","t","strict",0,0,8467
"4035","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,1,1,7,"f","f","flexible",0,0,8467
"4036","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,1,86,"f","f","flexible",0,0,8467
"4037","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",195,1,1,24,"f","f","strict",0,0,8467
"4038","f","t","House","Private room",2,1,1,1,"Pull-out Sofa",24,2,1,66,"f","f","moderate",0,0,8467
"4039","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,11,"f","f","flexible",0,0,8467
"4040","f","t","Apartment","Private room",4,1,1,2,"Real Bed",67,2,1,65,"f","f","strict",0,0,8467
"4041","f","t","House","Private room",1,1,1,1,"Real Bed",40,1,3,32,"f","f","strict",0,0,8467
"4042","f","t","Apartment","Private room",1,1,1,1,"Real Bed",61,1,3,21,"f","f","moderate",0,0,8467
"4043","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",200,4,1,16,"f","f","moderate",0,0,8467
"4044","t","f","Apartment","Private room",1,2,1,1,"Real Bed",51,1,2,18,"f","f","strict",0,0,8467
"4045","f","f","House","Private room",2,1.5,1,1,"Real Bed",100,1,3,2,"t","f","flexible",0,0,8467
"4046","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",195,4,2,35,"t","f","strict",0,0,8467
"4047","f","t","House","Entire home/apt",5,1,3,3,"Real Bed",90,1,1,4,"f","f","moderate",0,0,8467
"4048","t","t","House","Private room",2,1,1,1,"Real Bed",60,1,4,6,"t","f","strict",0,0,8467
"4049","f","t","House","Private room",3,1,1,1,"Real Bed",96,2,1,10,"t","f","strict",0,0,8467
"4050","f","t","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,2,"f","f","strict",0,0,8467
"4051","f","t","Condominium","Entire home/apt",2,1,1,2,"Real Bed",150,1,1,13,"f","f","flexible",0,0,8467
"4052","f","t","House","Private room",4,3.5,1,2,"Real Bed",55,1,1,2,"t","f","strict",0,0,8467
"4053","t","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,3,2,"f","f","strict",0,0,8467
"4054","f","t","Apartment","Private room",8,1,1,4,"Real Bed",99,4,1,15,"f","f","strict",0,0,8467
"4055","f","f","Guest suite","Private room",2,1,1,2,"Real Bed",62,1,1,82,"f","f","moderate",0,0,8467
"4056","f","t","House","Private room",3,1,1,2,"Real Bed",90,2,1,27,"t","f","flexible",0,0,8467
"4057","f","t","Apartment","Private room",4,1,1,2,"Real Bed",75,2,1,95,"f","f","strict",0,0,8467
"4058","t","f","House","Private room",5,2,1,2,"Real Bed",92,2,2,11,"t","f","moderate",0,0,8467
"4059","f","f","House","Entire home/apt",5,1,2,2,"Real Bed",160,1,1,4,"t","f","flexible",0,0,8467
"4060","f","t","Apartment","Private room",3,1,1,1,"Real Bed",64,1,1,91,"f","f","strict",0,0,8467
"4061","t","t","Apartment","Entire home/apt",6,1.5,2,5,"Real Bed",190,3,3,27,"t","t","moderate",0,0,8467
"4062","f","t","House","Private room",2,1,1,1,"Real Bed",60,1,2,1,"f","f","moderate",0,0,8467
"4063","t","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,3,15,"f","f","moderate",0,0,8467
"4064","f","f","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,0,"f","f","flexible",0,0,8467
"4065","f","t","House","Entire home/apt",9,2,5,4,"Real Bed",175,3,2,36,"t","t","strict",0,0,8467
"4066","f","t","Apartment","Entire home/apt",6,1.5,3,2,"Real Bed",300,1,3,20,"f","f","moderate",0,0,8467
"4067","f","t","Apartment","Entire home/apt",12,1,4,6,"Real Bed",249,6,1,1,"f","f","strict",0,0,8467
"4068","f","f","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,1,"f","f","flexible",0,0,8467
"4069","f","t","House","Private room",3,1,1,2,"Real Bed",90,2,1,15,"t","f","flexible",0,0,8467
"4070","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",125,2,2,14,"t","t","strict",0,0,8467
"4071","f","f","House","Entire home/apt",6,2,1,2,"Real Bed",120,4,3,11,"f","t","moderate",0,0,8467
"4072","t","t","House","Private room",1,1.5,1,1,"Real Bed",58,1,2,11,"f","f","flexible",0,0,8467
"4073","t","t","Townhouse","Private room",2,1.5,1,1,"Real Bed",120,2,1,1,"f","f","moderate",0,0,8467
"4074","f","t","Apartment","Private room",2,1,1,2,"Real Bed",83,2,3,7,"f","f","moderate",0,0,8467
"4075","f","t","Condominium","Entire home/apt",1,1,1,1,"Real Bed",25,1,1,1,"t","f","flexible",0,0,8467
"4076","f","f","Apartment","Private room",1,1,1,1,"Airbed",30,1,15,8,"t","f","strict",0,0,8467
"4077","f","f","Condominium","Entire home/apt",5,1,2,3,"Real Bed",276,1,2,0,"f","f","strict",0,0,8467
"4078","t","t","Apartment","Private room",1,1,1,1,"Real Bed",39,1,14,5,"f","f","strict",0,0,8467
"4079","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",175,1,2,3,"f","f","flexible",0,0,8467
"4080","f","f","Apartment","Private room",1,1,1,1,"Airbed",35,1,10,3,"t","f","moderate",0,0,8467
"4081","f","t","House","Private room",2,2,1,1,"Real Bed",60,2,1,106,"t","f","moderate",0,0,8467
"4082","t","f","Apartment","Private room",3,1,2,2,"Real Bed",80,1,3,44,"t","f","flexible",0,0,8467
"4083","f","f","Apartment","Private room",1,1,1,1,"Real Bed",60,1,30,0,"t","f","strict",0,0,8467
"4084","t","f","Apartment","Private room",1,1,1,1,"Real Bed",95,1,2,3,"f","f","strict",0,0,8467
"4085","f","t","Apartment","Private room",2,1,1,1,"Real Bed",129,1,1,5,"f","f","flexible",0,0,8467
"4086","f","f","House","Private room",1,1,1,1,"Real Bed",55,1,3,31,"f","f","flexible",0,0,8467
"4087","f","t","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,8,"f","f","moderate",0,0,8467
"4088","f","t","House","Private room",4,2,1,1,"Real Bed",81,2,1,44,"f","f","flexible",0,0,8467
"4089","f","t","House","Private room",4,1,1,2,"Real Bed",45,1,1,0,"t","f","strict",0,0,8467
"4090","t","t","Apartment","Entire home/apt",6,1,3,3,"Real Bed",165,6,1,80,"t","f","moderate",0,0,8467
"4091","f","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",92,2,2,1,"f","f","moderate",0,0,8467
"4092","f","f","Condominium","Entire home/apt",6,2.5,2,3,"Real Bed",306,1,2,0,"f","f","strict",0,0,8467
"4093","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",125,2,2,21,"t","f","strict",0,0,8467
"4095","f","f","Apartment","Private room",1,1,1,1,"Real Bed",50,1,3,8,"f","f","strict",0,0,8467
"4096","f","f","Apartment","Private room",2,1,1,1,"Real Bed",55,1,2,17,"f","f","moderate",0,0,8467
"4097","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,2,3,16,"t","f","strict",0,0,8467
"4098","t","t","Apartment","Private room",1,1,1,1,"Real Bed",40,1,14,3,"f","f","strict",0,0,8467
"4099","f","f","Apartment","Private room",1,1,1,1,"Airbed",35,1,15,0,"t","f","strict",0,0,8467
"4100","t","f","Bed & Breakfast","Private room",1,1,1,1,"Real Bed",75,1,1,41,"f","f","flexible",0,0,8467
"4101","f","f","Condominium","Entire home/apt",8,1,3,5,"Real Bed",294,1,2,0,"f","f","strict",0,0,8467
"4102","f","t","Apartment","Private room",2,1,1,1,"Real Bed",59,2,2,22,"f","f","moderate",0,0,8467
"4103","f","t","House","Private room",1,1,1,2,"Real Bed",40,1,1,15,"t","f","flexible",0,0,8467
"4104","f","t","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,0,"f","f","moderate",0,0,8467
"4105","f","t","Apartment","Private room",3,1,1,1,"Real Bed",70,2,1,10,"t","f","strict",0,0,8467
"4106","f","t","House","Private room",2,1,1,2,"Real Bed",51,2,1,3,"t","f","flexible",0,0,8467
"4107","t","t","House","Private room",1,1,1,1,"Real Bed",47,1,1,220,"t","f","flexible",0,0,8467
"4108","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,1,3,21,"f","f","moderate",0,0,8467
"4109","f","f","Apartment","Private room",1,1,1,1,"Real Bed",25,1,2,1,"f","f","strict",0,0,8467
"4110","f","f","Apartment","Private room",2,1,1,1,"Real Bed",50,1,2,14,"f","f","moderate",0,0,8467
"4111","f","t","Apartment","Entire home/apt",5,1,1,2,"Real Bed",199,1,1,24,"f","f","flexible",0,0,8467
"4112","t","f","Apartment","Private room",2,2,1,1,"Real Bed",52,1,2,12,"f","f","strict",0,0,8467
"4113","f","f","Apartment","Private room",1,0,1,1,"Real Bed",75,1,1,0,"f","f","flexible",0,0,8467
"4114","t","t","Apartment","Private room",1,1,1,1,"Real Bed",40,1,14,3,"f","f","strict",0,0,8467
"4115","t","f","Apartment","Private room",3,1,1,2,"Real Bed",125,1,1,2,"f","f","moderate",0,0,8467
"4116","f","t","House","Private room",2,1.5,1,1,"Real Bed",50,1,1,166,"t","f","moderate",0,0,8467
"4117","f","t","House","Private room",2,3.5,1,1,"Real Bed",36,1,1,7,"t","f","strict",0,0,8467
"4118","t","t","House","Private room",2,1,1,1,"Real Bed",140,1,1,50,"f","f","moderate",0,0,8467
"4119","f","t","House","Entire home/apt",8,2,4,3,"Real Bed",350,1,7,1,"f","f","strict",0,0,8467
"4120","f","f","Apartment","Entire home/apt",4,1,2,3,"Real Bed",89,4,3,60,"f","f","moderate",0,0,8467
"4121","f","t","Condominium","Entire home/apt",4,2,2,2,"Real Bed",180,4,2,96,"t","t","moderate",0,0,8467
"4122","f","t","House","Private room",4,1,1,2,"Real Bed",96,2,3,31,"t","f","moderate",0,0,8467
"4123","f","t","Condominium","Private room",1,1,1,1,"Real Bed",89,1,7,6,"f","f","strict",0,0,8467
"4124","f","f","House","Entire home/apt",4,1,1,1,"Real Bed",150,1,1,9,"t","f","flexible",0,0,8467
"4125","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",139,1,1,5,"t","f","moderate",0,0,8467
"4126","t","t","House","Private room",3,2,1,2,"Real Bed",77,1,1,341,"t","f","flexible",0,0,8467
"4127","f","f","Apartment","Private room",1,1,1,1,"Airbed",31,1,30,3,"f","f","moderate",0,0,8467
"4128","f","t","Townhouse","Entire home/apt",6,1.5,2,2,"Real Bed",175,5,1,101,"f","f","strict",0,0,8467
"4129","f","t","Condominium","Entire home/apt",6,2,2,2,"Airbed",219,1,2,64,"t","t","moderate",0,0,8467
"4130","f","t","Apartment","Entire home/apt",8,1,3,4,"Real Bed",142,3,2,12,"t","t","strict",0,0,8467
"4131","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",264,1,2,0,"f","f","strict",0,0,8467
"4132","t","t","Condominium","Private room",2,1,1,1,"Real Bed",108,2,1,83,"f","f","flexible",0,0,8467
"4133","f","t","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,15,"f","f","moderate",0,0,8467
"4134","t","t","House","Shared room",8,2,1,6,"Real Bed",68,1,1,6,"f","f","flexible",0,0,8467
"4135","f","f","Apartment","Private room",2,1,1,1,"Real Bed",85,1,1,6,"t","f","moderate",0,0,8467
"4136","f","f","Apartment","Private room",1,1,1,1,"Real Bed",30,1,10,1,"f","f","strict",0,0,8467
"4137","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",49,1,1,0,"f","f","moderate",0,0,8467
"4138","f","f","Apartment","Private room",1,1,1,1,"Airbed",31,1,15,2,"f","f","moderate",0,0,8467
"4139","f","t","House","Private room",1,1,1,1,"Real Bed",200,1,1,0,"f","f","flexible",0,0,8467
"4140","f","t","Apartment","Entire home/apt",4,1,1,3,"Real Bed",150,1,1,15,"f","f","strict",0,0,8467
"4141","f","t","Apartment","Private room",2,1,1,1,"Real Bed",140,1,1,7,"f","f","moderate",0,0,8467
"4142","f","t","Apartment","Entire home/apt",16,3,6,12,"Real Bed",275,16,1,18,"f","t","strict",0,0,8467
"4143","t","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",162,1,2,28,"t","t","strict",0,0,8467
"4144","t","f","House","Private room",2,1,1,1,"Real Bed",95,1,1,22,"f","f","moderate",0,0,8467
"4145","f","t","Apartment","Private room",2,1,1,1,"Real Bed",70,2,2,20,"t","f","moderate",0,0,8467
"4146","f","f","House","Entire home/apt",6,1,2,4,"Real Bed",139,1,2,2,"f","f","strict",0,0,8467
"4147","f","t","Apartment","Private room",1,1,1,1,"Real Bed",55,1,2,0,"f","f","flexible",0,0,8467
"4148","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,1,14,0,"t","f","strict",0,0,8467
"4149","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",100,1,14,1,"f","f","strict",0,0,8467
"4150","t","t","House","Private room",1,2.5,1,1,"Real Bed",60,1,1,26,"f","f","flexible",0,0,8467
"4151","t","t","House","Private room",2,1,1,1,"Real Bed",85,2,1,29,"f","f","strict",0,0,8467
"4152","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",90,2,1,11,"t","f","moderate",0,0,8467
"4153","f","f","Apartment","Private room",1,1,1,1,"Airbed",31,1,10,1,"f","f","moderate",0,0,8467
"4154","f","t","House","Private room",2,1,1,2,"Real Bed",65,1,1,8,"f","f","strict",0,0,8467
"4155","f","f","Condominium","Entire home/apt",4,1.5,2,2,"Real Bed",110,4,1,4,"t","f","flexible",0,0,8467
"4156","f","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,13,"f","f","flexible",0,0,8467
"4157","t","f","Bed & Breakfast","Private room",2,1,1,2,"Real Bed",100,1,1,35,"f","f","flexible",0,0,8467
"4158","f","t","House","Private room",2,1,1,1,"Airbed",65,1,1,17,"f","f","strict",0,0,8467
"4159","t","f","Apartment","Private room",1,1,1,1,"Real Bed",110,1,2,0,"f","f","strict",0,0,8467
"4160","f","t","Apartment","Shared room",2,1,1,1,"Real Bed",79,1,1,3,"f","f","flexible",0,0,8467
"4161","t","f","House","Private room",2,1.5,1,1,"Real Bed",65,1,1,34,"t","f","flexible",0,0,8467
"4162","f","f","Apartment","Private room",1,1,1,1,"Airbed",35,1,10,7,"f","f","strict",0,0,8467
"4163","f","f","Apartment","Private room",1,1,1,1,"Airbed",34,1,30,3,"f","f","moderate",0,0,8467
"4164","f","t","Apartment","Entire home/apt",4,1,3,2,"Real Bed",135,1,2,3,"f","f","moderate",0,0,8467
"4165","f","t","Apartment","Entire home/apt",6,1,3,3,"Real Bed",126,3,2,25,"t","f","strict",0,0,8467
"4166","f","t","Apartment","Entire home/apt",6,2.5,2,4,"Real Bed",168,2,4,23,"t","t","strict",0,0,8467
"4167","t","f","House","Entire home/apt",13,2,3,6,"Real Bed",216,6,2,24,"t","t","moderate",0,0,8467
"4168","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",155,3,2,16,"f","f","moderate",0,0,8467
"4169","t","t","Apartment","Entire home/apt",6,1,3,3,"Real Bed",250,1,1,1,"f","f","moderate",0,0,8467
"4170","t","f","House","Private room",2,1,1,2,"Real Bed",150,1,1,1,"f","f","flexible",0,0,8467
"4171","f","t","Condominium","Entire home/apt",4,1.5,2,2,"Real Bed",200,1,2,1,"t","f","moderate",0,0,8467
"4172","t","f","House","Private room",2,1,1,1,"Real Bed",98,1,2,34,"f","f","moderate",0,0,8467
"4173","f","t","Apartment","Entire home/apt",10,2,5,7,"Real Bed",225,2,1,83,"f","t","strict",0,0,8467
"4174","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",100,4,2,6,"t","f","moderate",0,0,8467
"4175","f","t","House","Private room",2,2.5,1,1,"Futon",70,1,2,48,"f","f","moderate",0,0,8467
"4176","f","t","House","Private room",2,2.5,1,1,"Real Bed",70,1,2,96,"f","f","moderate",0,0,8467
"4177","f","f","House","Private room",1,1.5,1,1,"Real Bed",105,1,1,1,"f","f","flexible",0,0,8467
"4178","f","t","Apartment","Private room",2,1,1,1,"Real Bed",55,1,2,35,"f","f","moderate",0,0,8467
"4179","f","f","Apartment","Private room",2,1,1,2,"Real Bed",60,1,1,24,"f","f","flexible",0,0,8467
"4180","f","t","Apartment","Private room",1,1,1,1,"Real Bed",80,1,2,18,"f","f","moderate",0,0,8467
"4181","t","f","House","Private room",2,1,1,1,"Real Bed",100,1,1,52,"t","f","flexible",0,0,8467
"4182","f","t","Condominium","Entire home/apt",4,1,1,3,"Real Bed",150,3,2,128,"t","t","moderate",0,0,8467
"4183","t","t","House","Private room",2,2,1,1,"Real Bed",53,1,2,24,"f","f","strict",0,0,8467
"4184","f","t","Apartment","Private room",2,1,1,1,"Real Bed",52,1,1,8,"f","f","strict",0,0,8467
"4185","f","f","Apartment","Private room",1,1,1,1,"Airbed",35,1,10,8,"f","f","strict",0,0,8467
"4186","t","f","House","Private room",4,2,1,2,"Real Bed",63,1,2,11,"t","f","moderate",0,0,8467
"4187","f","t","Apartment","Private room",1,1,1,1,"Real Bed",35,1,30,3,"f","f","flexible",0,0,8467
"4188","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,2,13,"t","f","strict",0,0,8467
"4189","f","t","House","Private room",1,1,1,1,"Real Bed",75,1,2,0,"f","f","flexible",0,0,8467
"4190","f","t","House","Entire home/apt",6,1.5,2,2,"Real Bed",180,1,2,4,"t","f","strict",0,0,8467
"4191","t","t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",135,1,2,34,"f","t","moderate",0,0,8467
"4192","f","f","Apartment","Private room",1,1,1,1,"Real Bed",60,1,15,10,"f","f","strict",0,0,8467
"4193","f","t","House","Private room",5,1,1,2,"Real Bed",90,2,1,27,"t","f","strict",0,0,8467
"4194","t","t","Townhouse","Private room",2,1,1,1,"Real Bed",100,1,1,10,"f","f","moderate",0,0,8467
"4195","t","t","House","Private room",2,1,1,1,"Real Bed",70,1,4,15,"t","f","strict",0,0,8467
"4196","t","t","House","Private room",3,1,1,2,"Real Bed",83,1,1,351,"t","f","flexible",0,0,8467
"4197","t","t","House","Private room",2,1,1,1,"Real Bed",59,2,2,36,"t","f","flexible",0,0,8467
"4198","f","t","House","Private room",3,1.5,1,1,"Real Bed",89,1,2,135,"t","f","strict",0,0,8467
"4199","f","t","Condominium","Private room",1,1,1,1,"Real Bed",60,1,5,22,"f","f","strict",0,0,8467
"4200","f","t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",175,1,1,30,"f","f","moderate",0,0,8467
"4201","f","t","Condominium","Entire home/apt",4,1,3,3,"Real Bed",175,1,7,3,"f","f","moderate",0,0,8467
"4202","f","f","Apartment","Entire home/apt",7,1,3,6,"Real Bed",85,4,1,43,"f","t","moderate",0,0,8467
"4203","t","t","House","Private room",1,1,1,1,"Real Bed",75,1,1,7,"f","f","moderate",0,0,8467
"4204","t","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",120,2,3,16,"f","f","strict",0,0,8467
"4205","f","t","Apartment","Private room",2,1,1,1,"Real Bed",135,2,1,7,"t","f","strict",0,0,8467
"4206","t","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",195,4,1,75,"t","t","flexible",0,0,8467
"4207","t","f","House","Private room",2,1,1,2,"Real Bed",60,1,1,3,"f","f","flexible",0,0,8467
"4208","t","t","Apartment","Private room",1,1,1,1,"Real Bed",79,1,4,0,"f","f","strict",0,0,8467
"4210","f","t","Apartment","Entire home/apt",6,1,3,3,"Real Bed",190,3,2,16,"t","t","strict",0,0,8467
"4211","f","f","House","Shared room",2,1,1,1,"Real Bed",100,1,1,4,"f","f","moderate",0,0,8467
"4212","f","t","House","Private room",3,1.5,1,1,"Real Bed",75,1,1,244,"t","f","moderate",0,0,8467
"4213","f","f","Apartment","Private room",1,1,1,1,"Airbed",32,1,10,5,"t","f","strict",0,0,8467
"4214","f","t","House","Private room",4,3.5,1,2,"Real Bed",45,1,1,6,"t","f","strict",0,0,8467
"4215","t","f","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",97,1,1,36,"f","f","flexible",0,0,8467
"4216","f","f","Condominium","Entire home/apt",4,1,2,2,"Real Bed",200,1,2,1,"t","f","moderate",0,0,8467
"4217","f","t","House","Private room",3,1.5,1,1,"Real Bed",69,1,2,63,"t","f","strict",0,0,8467
"4218","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",120,2,2,124,"f","f","moderate",0,0,8467
"4219","t","t","Apartment","Private room",1,1,1,1,"Real Bed",33,1,14,5,"f","f","strict",0,0,8467
"4220","t","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",100,1,2,27,"f","t","moderate",0,0,8467
"4221","f","f","Townhouse","Private room",2,1,1,1,"Real Bed",50,1,2,17,"t","f","flexible",0,0,8467
"4222","t","t","House","Private room",4,1,2,2,"Real Bed",125,2,2,15,"f","f","strict",0,0,8467
"4223","f","t","House","Private room",2,1,1,1,"Real Bed",80,2,1,18,"f","f","strict",0,0,8467
"4224","f","t","Apartment","Entire home/apt",1,1,2,1,"Real Bed",279,1,5,0,"f","f","strict",0,0,1834
"4225","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",125,2,2,178,"f","t","strict",0,0,1834
"4226","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,2,2,10,"f","f","moderate",0,0,1834
"4227","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",150,1,7,14,"f","f","flexible",0,0,1834
"4228","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,5,0,"f","f","flexible",0,0,1834
"4229","f","t","Apartment","Entire home/apt",6,2,3,4,"Real Bed",389,1,3,8,"f","t","moderate",0,0,1834
"4230","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",349,1,7,1,"f","f","super_strict_30",0,0,1834
"4232","f","t","Other","Entire home/apt",2,1,1,1,"Real Bed",259,1,3,2,"f","f","moderate",0,0,1834
"4234","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",145,1,4,0,"f","f","strict",0,0,1834
"4235","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",199,2,2,25,"f","f","moderate",0,0,1834
"4237","f","f","Other","Private room",1,1,1,1,"Real Bed",150,1,3,0,"f","f","strict",0,0,1834
"4238","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",229,1,2,4,"f","f","moderate",0,0,1834
"4239","f","t","Apartment","Private room",1,1,1,1,"Real Bed",71,1,1,39,"f","f","flexible",0,0,1834
"4240","f","f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",160,2,1,23,"t","t","strict",0,0,1834
