"","host_is_superhost","host_identity_verified","neighborhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"1176","f","t","Roxbury","Apartment","Entire home/apt",4,1,2,2,"Real Bed",89,1,2,15,"t","f","strict",4213,7277
"1177","t","t","Roxbury","Apartment","Private room",1,1.5,1,1,"Real Bed",41,1,14,1,"f","f","strict",4213,7277
"1178","f","t","Roxbury","House","Entire home/apt",10,2,4,6,"Real Bed",150,2,2,119,"t","f","strict",4213,7277
"1179","f","f","Roxbury","Apartment","Private room",2,1,2,2,"Real Bed",59,1,1,2,"t","f","strict",4213,7277
"1180","f","t","Roxbury","Guesthouse","Private room",2,1,1,1,"Real Bed",145,1,3,47,"t","f","strict",4213,7277
"1181","f","t","Roxbury","Apartment","Entire home/apt",10,1.5,3,4,"Real Bed",156,1,2,50,"t","t","strict",4213,7277
"1182","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",75,1,1,0,"f","f","flexible",4213,7277
"1183","f","f","Roxbury","House","Private room",2,1,1,2,"Real Bed",65,1,1,1,"t","f","flexible",4213,7277
"1184","f","t","Roxbury","Apartment","Entire home/apt",4,1,2,2,"Real Bed",159,2,2,12,"t","f","strict",4213,7277
"1185","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed",63,1,2,119,"f","f","moderate",4213,7277
"1186","f","f","Roxbury","Apartment","Entire home/apt",3,1,1,2,"Airbed",140,2,1,0,"f","f","strict",4213,7277
"1187","f","t","Roxbury","Apartment","Entire home/apt",6,1,3,3,"Real Bed",99,3,2,10,"t","t","strict",4213,7277
"1188","t","t","Roxbury","Apartment","Private room",4,1.5,2,3,"Real Bed",145,2,2,47,"f","f","flexible",4213,7277
"1189","f","f","Roxbury","Condominium","Entire home/apt",16,4,7,13,"Real Bed",300,1,1,0,"f","f","strict",4213,7277
"1190","f","t","Roxbury","Apartment","Private room",3,1,1,3,"Real Bed",74,1,2,12,"f","f","moderate",4213,7277
"1191","f","f","Roxbury","House","Private room",1,2,1,1,"Real Bed",75,1,1,13,"t","f","strict",4213,7277
"1192","f","t","Roxbury","Apartment","Entire home/apt",4,1,2,2,"Real Bed",148,1,2,0,"t","f","flexible",4213,7277
"1193","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",45,1,3,11,"f","f","moderate",4213,7277
"1194","f","t","Roxbury","House","Entire home/apt",6,2,2,3,"Real Bed",250,1,7,0,"f","f","flexible",4213,7277
"1195","f","t","Roxbury","Townhouse","Entire home/apt",7,1.5,3,4,"Real Bed",130,1,1,9,"f","f","flexible",4213,7277
"1196","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed",33,1,14,1,"f","f","strict",4213,7277
"1197","f","t","Roxbury","Apartment","Entire home/apt",2,1,1,1,"Real Bed",105,1,6,3,"f","f","strict",4213,7277
"1198","t","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",91,1,2,155,"f","f","moderate",4213,7277
"1199","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed",40,1,14,4,"f","f","strict",4213,7277
"1200","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",80,1,3,91,"f","f","strict",4213,7277
"1201","f","f","Roxbury","Apartment","Entire home/apt",2,1,1,2,"Real Bed",167,2,2,65,"f","f","strict",4213,7277
"1202","f","t","Roxbury","Apartment","Private room",2,2,1,2,"Real Bed",110,2,3,7,"t","f","strict",4213,7277
"1203","f","f","Roxbury","House","Private room",2,2,1,1,"Real Bed",75,2,1,24,"t","f","strict",4213,7277
"1204","t","t","Roxbury","Apartment","Private room",1,1.5,1,1,"Real Bed",40,1,14,4,"f","f","strict",4213,7277
"1205","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",45,1,1,4,"f","f","moderate",4213,7277
"1206","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed",40,1,14,0,"f","f","strict",4213,7277
"1207","f","t","Roxbury","Other","Private room",2,1,1,2,"Real Bed",57,1,1,3,"f","f","flexible",4213,7277
"1208","f","f","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",90,1,3,45,"f","f","moderate",4213,7277
"1209","f","t","Roxbury","Apartment","Shared room",1,1,1,1,"Pull-out Sofa",35,1,1,94,"f","f","moderate",4213,7277
"1210","f","t","Roxbury","Apartment","Entire home/apt",8,2,3,4,"Real Bed",400,8,5,5,"f","f","strict",4213,7277
"1211","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed",32,1,14,0,"f","f","strict",4213,7277
"1212","f","t","Roxbury","House","Private room",2,1,1,1,"Real Bed",79,1,1,2,"f","f","strict",4213,7277
"1213","f","f","Roxbury","Apartment","Private room",2,1,1,2,"Real Bed",69,1,1,2,"t","f","strict",4213,7277
"1214","f","f","Roxbury","Apartment","Entire home/apt",6,1,2,2,"Real Bed",275,1,2,70,"f","f","strict",4213,7277
"1215","f","t","Roxbury","Townhouse","Private room",2,1.5,1,1,"Real Bed",70,1,1,17,"f","f","moderate",4213,7277
"1216","f","t","Roxbury","House","Private room",2,2.5,1,1,"Real Bed",90,1,4,5,"f","f","strict",4213,7277
"1217","f","f","Roxbury","Apartment","Entire home/apt",4,1,1,1,"Real Bed",163,1,2,73,"f","f","strict",4213,7277
"1218","t","t","Roxbury","Apartment","Entire home/apt",8,3,4,4,"Real Bed",900,7,2,3,"f","t","moderate",4213,7277
"1219","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",44,1,1,6,"f","f","moderate",4213,7277
"1220","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",44,1,1,7,"f","f","moderate",4213,7277
"1221","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",44,1,1,8,"f","f","moderate",4213,7277
"1222","f","f","Roxbury","House","Private room",3,2,1,3,"Real Bed",150,1,5,10,"t","f","strict",4213,7277
"1223","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",44,1,1,6,"f","f","moderate",4213,7277
"1224","f","f","Roxbury","Apartment","Entire home/apt",7,2,3,3,"Real Bed",330,1,2,83,"f","f","strict",4213,7277
"1225","t","t","Roxbury","Apartment","Private room",4,1,2,1,"Real Bed",75,1,2,12,"f","f","strict",4213,7277
"1226","t","f","Roxbury","Apartment","Entire home/apt",4,1,1,3,"Real Bed",129,2,2,24,"f","f","moderate",4213,7277
"1227","t","t","Roxbury","Apartment","Entire home/apt",8,2,4,5,"Real Bed",625,1,3,3,"f","t","moderate",4213,7277
"1228","f","f","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",90,1,3,70,"f","f","moderate",4213,7277
"1229","t","t","Roxbury","Apartment","Private room",1,1.5,1,1,"Real Bed",41,1,14,0,"f","f","strict",4213,7277
"1230","f","t","Roxbury","Apartment","Entire home/apt",4,1,0,2,"Real Bed",159,2,3,38,"t","t","strict",4213,7277
"1231","f","f","Roxbury","Apartment","Entire home/apt",4,1,1,3,"Real Bed",169,2,1,4,"f","t","flexible",4213,7277
"1232","f","t","Roxbury","Apartment","Entire home/apt",15,2,4,9,"Real Bed",536,10,1,83,"t","t","strict",4213,7277
"1233","t","f","Roxbury","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,2,74,"f","f","moderate",4213,7277
"1234","f","t","Roxbury","House","Entire home/apt",16,3,5,16,"Real Bed",280,1,1,2,"f","f","strict",4213,7277
"1235","f","f","Roxbury","Apartment","Entire home/apt",4,1,1,2,"Real Bed",167,1,2,8,"t","f","strict",4213,7277
"1236","f","t","Roxbury","Apartment","Entire home/apt",4,1,1,2,"Real Bed",139,1,2,5,"t","f","strict",4213,7277
"1237","f","f","Roxbury","Condominium","Entire home/apt",9,1.5,3,5,"Real Bed",120,1,1,3,"f","t","strict",4213,7277
"1238","t","t","Roxbury","Apartment","Private room",1,1,1,1,"Real Bed",40,1,14,3,"f","f","strict",4213,7277
"1239","f","f","Roxbury","House","Private room",2,0.5,1,1,"Pull-out Sofa",75,1,1,4,"f","f","flexible",4213,7277
"1240","f","t","Roxbury","Apartment","Entire home/apt",16,3,5,10,"Real Bed",700,10,1,78,"t","t","strict",4213,7277
"1241","f","t","Roxbury","House","Private room",2,1,1,1,"Real Bed",100,1,1,6,"f","f","flexible",4213,7277
"1242","f","t","Roxbury","Condominium","Entire home/apt",4,1,2,2,"Real Bed",129,1,1,7,"t","f","strict",4213,7277
"1243","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,1,"t","f","flexible",4213,7277
"1244","f","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,25,"f","f","moderate",4213,7277
"1245","f","t","Roxbury","Apartment","Entire home/apt",2,1,1,1,"Real Bed",195,2,2,3,"f","f","flexible",4213,7277
"1246","f","f","Roxbury","Apartment","Entire home/apt",4,2,2,2,"Real Bed",300,1,3,0,"f","f","moderate",4213,7277
"1247","t","t","Roxbury","Apartment","Private room",2,1,1,1,"Real Bed",95,1,2,76,"f","f","moderate",4213,7277
"1248","f","t","Roxbury","Apartment","Entire home/apt",5,1,2,2,"Real Bed",193,4,2,8,"t","f","moderate",4213,7277
"1249","f","f","Roxbury","House","Private room",2,2,1,1,"Real Bed",75,2,1,29,"f","f","strict",4213,7277
"1250","f","t","Roxbury","Apartment","Entire home/apt",15,2,4,11,"Real Bed",220,1,1,32,"f","t","strict",4213,7277
"1251","f","t","Roxbury","House","Private room",2,1,1,1,"Real Bed",65,1,1,15,"f","f","flexible",4213,7277
"1252","f","f","South End","Loft","Private room",2,1,1,1,"Real Bed",65,1,1,45,"f","f","moderate",1878,5044
"1253","t","t","South End","Apartment","Private room",3,1,1,1,"Real Bed",129,2,1,103,"f","f","strict",1878,5044
"1254","t","f","South End","Condominium","Private room",2,1,1,1,"Real Bed",125,1,1,78,"f","f","flexible",1878,5044
"1255","f","t","South End","House","Private room",1,1,1,1,"Real Bed",125,1,1,128,"t","f","moderate",1878,5044
"1256","f","t","South End","Apartment","Private room",2,1.5,1,1,"Real Bed",119,1,1,6,"f","f","strict",1878,5044
"1257","f","t","South End","Condominium","Private room",2,1.5,1,1,"Real Bed",125,1,2,63,"t","f","moderate",1878,5044
"1258","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",130,1,2,3,"f","f","flexible",1878,5044
"1259","f","t","South End","Apartment","Private room",2,1,1,1,"Pull-out Sofa",75,1,3,24,"f","f","moderate",1878,5044
"1260","f","t","South End","Apartment","Entire home/apt",4,1,1,1,"Real Bed",175,1,1,49,"f","f","strict",1878,5044
"1261","t","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",99,1,2,22,"f","f","strict",1878,5044
"1262","t","t","South End","Apartment","Private room",2,1.5,1,1,"Real Bed",157,1,2,131,"f","f","strict",1878,5044
"1263","f","t","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed",250,2,1,47,"f","t","strict",1878,5044
"1264","f","t","South End","Apartment","Entire home/apt",5,2,3,4,"Real Bed",650,4,2,51,"f","t","moderate",1878,5044
"1265","f","t","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed",160,1,3,5,"f","f","strict",1878,5044
"1266","f","t","South End","Apartment","Private room",1,1.5,1,1,"Real Bed",60,1,4,2,"f","f","moderate",1878,5044
"1267","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed",67,1,3,3,"t","f","strict",1878,5044
"1268","f","t","South End","Apartment","Private room",2,2,1,1,"Real Bed",250,1,1,5,"f","f","flexible",1878,5044
"1269","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",220,1,1,18,"t","t","moderate",1878,5044
"1270","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed",88,1,2,22,"f","f","strict",1878,5044
"1271","t","t","South End","House","Private room",2,1,1,1,"Real Bed",120,1,2,71,"f","f","moderate",1878,5044
"1272","f","f","South End","Apartment","Private room",1,1,1,1,"Real Bed",150,1,1,1,"f","f","flexible",1878,5044
"1273","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",60,1,7,0,"f","f","strict",1878,5044
"1274","f","t","South End","Apartment","Private room",2,1.5,1,1,"Real Bed",125,1,15,0,"f","f","flexible",1878,5044
"1275","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",90,1,2,1,"f","f","moderate",1878,5044
"1276","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",100,1,3,0,"f","f","strict",1878,5044
"1277","t","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",147,2,1,38,"f","f","strict",1878,5044
"1278","t","t","South End","Townhouse","Private room",2,1,0,1,"Real Bed",150,2,3,58,"f","f","strict",1878,5044
"1279","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",90,1,1,0,"f","f","flexible",1878,5044
"1280","f","t","South End","House","Private room",6,3,3,3,"Real Bed",350,2,2,15,"f","f","strict",1878,5044
"1282","t","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",134,1,1,95,"f","f","flexible",1878,5044
"1283","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",125,1,2,7,"t","f","strict",1878,5044
"1284","t","t","South End","Condominium","Private room",3,1.5,1,2,"Real Bed",125,2,2,108,"t","f","moderate",1878,5044
"1285","f","f","South End","Townhouse","Private room",1,1,1,1,"Real Bed",100,1,1,0,"t","f","flexible",1878,5044
"1286","f","t","South End","Condominium","Entire home/apt",4,1,1,2,"Real Bed",199,1,1,1,"t","f","strict",1878,5044
"1287","f","f","South End","House","Private room",1,1,1,1,"Real Bed",99,1,1,12,"f","f","moderate",1878,5044
"1288","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,28,"f","f","moderate",1878,5044
"1289","t","f","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed",275,2,2,53,"f","f","strict",1878,5044
"1290","t","t","South End","Apartment","Private room",2,1.5,1,1,"Real Bed",115,1,1,69,"f","f","strict",1878,5044
"1291","t","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",150,1,2,156,"f","f","moderate",1878,5044
"1292","t","f","South End","Guesthouse","Private room",2,1,1,1,"Real Bed",199,1,3,3,"f","f","strict",1878,5044
"1293","f","f","South End","Apartment","Private room",1,1,1,1,"Real Bed",125,1,1,0,"f","f","flexible",1878,5044
"1294","f","t","South End","Apartment","Private room",1,1.5,1,1,"Real Bed",35,1,1,4,"f","f","flexible",1878,5044
"1295","f","t","South End","Condominium","Private room",2,1.5,1,1,"Real Bed",125,1,2,8,"f","f","moderate",1878,5044
"1296","f","t","South End","Apartment","Private room",4,1,1,3,"Real Bed",199,2,2,8,"f","f","moderate",1878,5044
"1297","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed",80,1,2,4,"f","f","strict",1878,5044
"1298","f","f","South End","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,0,"f","f","moderate",1878,5044
"1299","f","t","South End","Condominium","Private room",2,1,1,1,"Real Bed",140,1,2,8,"f","f","moderate",1878,5044
"1301","f","f","South End","Loft","Private room",1,1.5,1,1,"Real Bed",50,2,1,0,"f","f","strict",1878,5044
"1302","t","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed",69,2,1,109,"t","f","strict",1878,5044
"1303","f","t","South End","Apartment","Private room",1,1,1,1,"Real Bed",100,1,1,3,"f","f","strict",1878,5044
"1304","f","f","South End","House","Private room",1,1,1,1,"Real Bed",110,1,1,14,"f","f","moderate",1878,5044
"1305","t","t","South End","Apartment","Private room",4,2,2,2,"Real Bed",597,1,2,24,"t","f","strict",1878,5044
"1306","f","t","South End","Condominium","Entire home/apt",3,1,0,1,"Real Bed",200,1,1,7,"f","f","flexible",1878,5044
"1307","f","t","South End","Apartment","Entire home/apt",4,1,2,3,"Real Bed",79,2,2,20,"t","f","strict",1878,5044
"1308","f","t","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",125,1,2,14,"f","f","flexible",1878,5044
"1309","t","t","South End","Townhouse","Entire home/apt",2,1,0,1,"Real Bed",145,2,3,63,"f","t","strict",1878,5044
"1310","f","t","South End","Condominium","Entire home/apt",4,1,1,2,"Real Bed",182,1,2,1,"f","f","moderate",1878,5044
"1311","t","f","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed",175,2,2,41,"f","f","strict",1878,5044
"1312","t","t","South End","Condominium","Entire home/apt",4,2,2,2,"Real Bed",395,1,2,42,"f","t","strict",1878,5044
"1313","t","t","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",195,2,3,88,"f","t","moderate",1878,5044
"1314","f","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed",185,2,2,167,"f","t","moderate",1878,5044
"1315","f","f","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed",165,2,2,5,"f","f","strict",1878,5044
"1316","f","t","South End","House","Entire home/apt",2,1.5,1,1,"Real Bed",150,1,3,1,"f","f","flexible",1878,5044
"1317","f","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed",175,1,1,56,"f","f","strict",1878,5044
"1318","f","t","South End","House","Entire home/apt",10,2,5,7,"Real Bed",600,1,2,36,"f","t","strict",1878,5044
"1319","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,2,1,23,"f","f","moderate",1878,5044
"1320","f","f","South End","Apartment","Entire home/apt",3,1,1,1,"Real Bed",200,2,4,13,"t","f","strict",1878,5044
"1321","f","f","South End","Condominium","Entire home/apt",3,1,2,2,"Real Bed",295,3,2,5,"f","f","strict",1878,5044
"1322","f","f","South End","Condominium","Entire home/apt",2,1,1,1,"Real Bed",295,1,1,2,"f","f","moderate",1878,5044
"1323","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,1,2,39,"f","f","strict",1878,5044
"1324","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,2,5,"t","f","strict",1878,5044
"1325","f","f","South End","Apartment","Entire home/apt",2,1,0,2,"Real Bed",189,1,2,0,"f","f","strict",1878,5044
"1326","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,31,"t","f","strict",1878,5044
"1327","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,5,11,"t","f","strict",1878,5044
"1328","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,5,8,"t","f","strict",1878,5044
"1329","f","f","South End","Condominium","Entire home/apt",2,1,0,2,"Real Bed",150,2,3,23,"f","f","strict",1878,5044
"1330","f","f","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,1,76,"f","f","flexible",1878,5044
"1331","f","t","South End","House","Entire home/apt",10,4.5,5,6,"Real Bed",1400,1,5,4,"f","f","moderate",1878,5044
"1332","f","f","South End","Condominium","Entire home/apt",5,2.5,2,2,"Real Bed",280,4,2,7,"f","f","moderate",1878,5044
"1333","f","f","South End","Apartment","Entire home/apt",6,1.5,2,3,"Real Bed",300,4,3,46,"f","f","strict",1878,5044
"1334","f","t","South End","Condominium","Private room",2,1.5,1,1,"Real Bed",125,1,2,46,"t","f","moderate",1878,5044
"1335","f","t","South End","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,33,"t","f","moderate",1878,5044
"1336","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed",198,2,5,19,"f","t","flexible",1878,5044
"1337","f","t","South End","Apartment","Entire home/apt",4,1,2,2,"Real Bed",299,1,2,1,"t","f","strict",1878,5044
"1338","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed",183,2,2,267,"f","t","strict",1878,5044
"1339","f","t","South End","Apartment","Entire home/apt",5,1,2,2,"Real Bed",85,1,2,3,"t","f","flexible",1878,5044
"1340","f","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed",210,3,2,32,"f","t","strict",1878,5044
"1341","f","t","South End","Apartment","Entire home/apt",2,1,2,1,"Real Bed",149,2,1,8,"f","f","strict",1878,5044
"1342","f","f","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed",194,2,3,8,"f","f","strict",1878,5044
"1343","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,30,"t","f","strict",1878,5044
"1344","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,10,"t","f","strict",1878,5044
"1345","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,23,"t","f","strict",1878,5044
"1346","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,5,9,"t","f","strict",1878,5044
"1347","f","f","South End","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,28,"f","f","strict",1878,5044
"1348","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed",170,2,32,24,"f","t","strict",1878,5044
"1350","t","t","South End","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,2,30,19,"f","t","strict",1878,5044
"1351","f","f","South End","Apartment","Private room",1,1,1,1,"Real Bed",45,1,1,0,"f","f","flexible",1878,5044
"1352","f","t","South End","Apartment","Entire home/apt",4,1,1,2,"Real Bed",275,2,2,8,"f","f","moderate",1878,5044
"1353","f","t","South End","Apartment","Private room",1,1,1,1,"Real Bed",150,1,14,0,"f","f","flexible",1878,5044
"1354","f","f","South End","Apartment","Entire home/apt",2,1,1,2,"Real Bed",200,1,1,15,"f","f","flexible",1878,5044
"1355","f","t","South End","Apartment","Entire home/apt",4,1,1,1,"Real Bed",200,2,90,4,"f","f","strict",1878,5044
"1356","f","t","South End","Apartment","Entire home/apt",4,1,2,2,"Real Bed",129,1,2,0,"t","f","strict",1878,5044
"1357","f","t","South End","Apartment","Entire home/apt",4,1,2,2,"Real Bed",299,1,2,1,"t","f","strict",1878,5044
