"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"240","f","f","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,1,"f","f","moderate",9079,13573
"241","f","f","Other","Private room",1,1,0,1,"Real Bed",37,1,5,2,"t","f","flexible",9079,13573
"242","f","f","House","Private room",1,1,1,1,"Real Bed",65,1,1,5,"t","f","strict",9079,13573
"243","f","t","House","Entire home/apt",10,2.5,5,5,"Real Bed",250,4,5,3,"f","f","strict",9079,13573
"244","f","f","Other","Private room",1,1,0,1,"Real Bed",37,1,3,0,"t","f","flexible",9079,13573
"245","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",225,4,3,20,"f","f","strict",9079,13573
"246","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",144,1,3,0,"f","f","strict",9079,13573
"247","f","f","Guest suite","Private room",2,1,0,1,"Real Bed",138,1,3,4,"f","f","flexible",9079,13573
"248","f","f","Apartment","Private room",2,1,1,1,"Real Bed",61,1,1,0,"t","f","strict",9079,13573
"249","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",133,1,3,0,"f","f","strict",9079,13573
"250","t","t","Apartment","Private room",2,1,1,1,"Real Bed",50,2,1,189,"t","f","flexible",9079,13573
"251","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",120,1,1,0,"f","f","flexible",9079,13573
"252","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",87,1,1,7,"f","f","moderate",9079,13573
"253","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,2,2,2,"f","f","moderate",9079,13573
"254","f","t","Apartment","Entire home/apt",3,1,0,1,"Real Bed",111,1,3,0,"f","f","strict",9079,13573
"255","f","f","House","Entire home/apt",2,1,1,1,"Real Bed",151,1,3,17,"f","t","flexible",9079,13573
"256","t","t","Apartment","Private room",2,1,1,1,"Futon",69,1,2,174,"f","f","moderate",9079,13573
"257","f","t","House","Private room",2,2,1,1,"Real Bed",150,1,1,24,"f","f","moderate",9079,13573
"258","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,4,2,35,"f","f","strict",9079,13573
"259","t","t","House","Private room",4,1,2,2,"Real Bed",125,2,1,176,"f","f","strict",9079,13573
"260","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,2,89,"t","f","moderate",9079,13573
"261","t","t","Apartment","Entire home/apt",8,1.5,4,5,"Real Bed",350,1,2,1,"f","f","moderate",9079,13573
"262","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,1,"f","f","flexible",9079,13573
"263","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,1,1,1,"f","f","flexible",9079,13573
"264","f","t","Apartment","Private room",1,1,1,1,"Real Bed",27,1,1,0,"f","f","flexible",9079,13573
"265","t","t","Condominium","Private room",1,1,1,1,"Real Bed",65,1,3,24,"f","f","moderate",9079,13573
"266","f","f","Apartment","Private room",2,1,1,1,"Real Bed",65,1,7,0,"f","f","flexible",9079,13573
"267","t","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,3,35,"f","f","moderate",9079,13573
"268","f","f","House","Entire home/apt",6,2,3,3,"Real Bed",225,1,3,0,"t","f","flexible",9079,13573
"269","t","t","Condominium","Private room",2,1,1,1,"Real Bed",61,1,2,20,"f","f","moderate",9079,13573
"270","f","f","Apartment","Entire home/apt",6,1,3,4,"Real Bed",275,5,3,0,"f","f","moderate",9079,13573
"271","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,1,1,"f","f","strict",9079,13573
"272","f","f","House","Private room",2,1,1,2,"Real Bed",75,1,1,61,"f","f","flexible",9079,13573
"273","t","t","Bed & Breakfast","Private room",1,1.5,1,1,"Real Bed",75,1,1,99,"f","f","strict",9079,13573
"274","f","t","House","Private room",2,2,1,1,"Real Bed",70,2,1,9,"f","f","moderate",9079,13573
"275","f","t","Apartment","Entire home/apt",6,1,3,3,"Real Bed",159,3,1,3,"t","f","strict",9079,13573
"276","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,3,0,"f","f","strict",9079,13573
"277","t","t","Apartment","Entire home/apt",5,1,1,3,"Real Bed",140,3,1,145,"f","t","moderate",9079,13573
"278","t","t","Condominium","Private room",2,1,3,2,"Real Bed",100,2,1,44,"f","f","strict",9079,13573
"279","f","t","House","Private room",3,1,1,2,"Real Bed",70,2,2,171,"f","f","flexible",9079,13573
"280","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",140,1,3,0,"f","f","strict",9079,13573
"281","f","t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",110,1,4,1,"f","f","strict",9079,13573
"282","f","f","Apartment","Entire home/apt",6,1,2,4,"Real Bed",200,4,3,0,"f","f","strict",9079,13573
"283","f","t","Apartment","Entire home/apt",4,1,2,4,"Real Bed",183,4,2,10,"f","f","strict",9079,13573
"284","t","t","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,6,"f","f","moderate",9079,13573
"285","f","t","Apartment","Private room",3,1,1,2,"Futon",94,2,2,113,"f","f","moderate",9079,13573
"286","f","t","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,5,"f","f","flexible",9079,13573
"287","t","t","Apartment","Entire home/apt",6,1,3,5,"Real Bed",300,4,3,14,"f","t","strict",9079,13573
"288","t","t","House","Private room",2,1,1,1,"Real Bed",80,1,3,30,"f","f","moderate",9079,13573
"289","t","t","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,14,"f","f","flexible",9079,13573
"290","f","t","House","Private room",2,1,1,1,"Real Bed",97,1,1,184,"f","f","moderate",9079,13573
"291","f","t","Condominium","Entire home/apt",6,1,2,3,"Real Bed",250,2,3,6,"f","f","strict",9079,13573
"292","t","t","Condominium","Entire home/apt",10,2,5,6,"Real Bed",250,8,2,47,"f","t","strict",9079,13573
"293","f","t","Condominium","Entire home/apt",2,1,1,1,"Real Bed",100,1,7,1,"f","f","flexible",9079,13573
"294","f","f","Guest suite","Entire home/apt",2,1,0,1,"Real Bed",110,1,2,3,"t","f","moderate",9079,13573
"295","t","t","House","Entire home/apt",2,1,1,1,"Real Bed",135,1,2,145,"f","f","strict",9079,13573
"296","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,1,2,31,"f","f","moderate",9079,13573
"297","t","t","Apartment","Entire home/apt",7,1,2,5,"Real Bed",300,4,2,22,"f","f","moderate",9079,13573
"298","f","f","House","Private room",2,1,1,1,"Real Bed",40,1,1,2,"t","f","flexible",9079,13573
"299","t","t","House","Private room",2,2,1,1,"Real Bed",70,2,2,10,"t","f","flexible",9079,13573
"300","f","t","Condominium","Entire home/apt",2,1,1,1,"Real Bed",125,2,2,24,"f","t","strict",9079,13573
"301","f","f","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,3,7,40,"f","f","moderate",9079,13573
"302","f","t","House","Entire home/apt",4,2,2,2,"Real Bed",178,1,3,2,"f","f","flexible",9079,13573
"303","f","t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",109,2,1,33,"f","f","moderate",9079,13573
"304","f","t","House","Private room",2,1,1,1,"Real Bed",67,1,3,0,"f","f","flexible",9079,13573
"305","f","t","House","Entire home/apt",5,1,2,2,"Real Bed",180,1,3,1,"t","f","strict",9079,13573
"306","t","t","House","Entire home/apt",3,1,1,2,"Real Bed",145,2,2,138,"t","t","strict",9079,13573
"307","t","t","Townhouse","Entire home/apt",7,1.5,2,5,"Real Bed",200,3,1,10,"f","t","moderate",9079,13573
"308","f","t","Apartment","Private room",1,1,1,1,"Real Bed",65,1,1,2,"f","f","strict",9079,13573
"309","t","t","House","Private room",2,1,1,1,"Real Bed",60,1,3,66,"f","f","flexible",9079,13573
"310","f","f","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,10,"f","f","flexible",9079,13573
"311","f","f","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,47,"f","f","moderate",9079,13573
"312","f","t","Condominium","Entire home/apt",6,2,2,2,"Real Bed",180,2,3,10,"f","f","strict",9079,13573
"313","f","f","House","Private room",2,1,1,1,"Real Bed",65,1,1,2,"f","f","strict",9079,13573
"314","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",122,2,2,31,"f","t","moderate",9079,13573
"315","f","t","Condominium","Private room",2,1,1,1,"Real Bed",70,1,1,9,"f","f","flexible",9079,13573
"316","f","t","Condominium","Private room",2,1,1,1,"Real Bed",95,1,3,0,"f","f","strict",9079,13573
"317","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,6,0,"t","f","flexible",9079,13573
"318","t","f","Apartment","Entire home/apt",4,1,1,3,"Real Bed",165,2,1,36,"t","t","moderate",9079,13573
"319","f","t","House","Entire home/apt",2,1.5,1,1,"Real Bed",135,1,5,1,"f","f","strict",9079,13573
"320","t","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",150,2,3,50,"f","f","moderate",9079,13573
"321","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",200,4,4,0,"t","f","strict",9079,13573
"322","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",84,2,1,2,"t","f","flexible",9079,13573
"323","t","t","House","Entire home/apt",3,1,1,1,"Real Bed",90,2,2,292,"t","t","strict",9079,13573
"324","f","f","Condominium","Private room",2,1,1,1,"Real Bed",100,1,2,0,"f","f","flexible",9079,13573
"325","t","t","Condominium","Entire home/apt",3,1.5,1,1,"Real Bed",225,2,1,47,"f","t","strict",9079,13573
"326","f","t","Apartment","Entire home/apt",3,1,2,3,"Real Bed",225,3,5,30,"f","f","moderate",9079,13573
"327","t","t","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,131,"t","f","strict",9079,13573
"328","f","t","Apartment","Private room",3,1,1,1,"Real Bed",29,2,2,5,"t","f","strict",9079,13573
"329","f","t","Condominium","Private room",2,1,1,1,"Real Bed",40,1,1,14,"f","f","flexible",9079,13573
"330","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",173,2,2,219,"t","t","moderate",9079,13573
"331","f","t","Condominium","Entire home/apt",4,1,2,1,"Real Bed",180,2,2,4,"f","t","moderate",9079,13573
"332","f","f","Condominium","Entire home/apt",4,1,1,2,"Real Bed",159,1,1,24,"t","t","moderate",9079,13573
"333","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,2,2,11,"t","t","strict",9079,13573
"334","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",299,1,1,0,"f","f","flexible",9079,13573
"335","f","t","Apartment","Private room",1,1,1,1,"Real Bed",60,1,3,0,"f","f","flexible",9079,13573
"336","t","t","Guest suite","Private room",6,1,2,3,"Real Bed",139,4,2,37,"f","f","moderate",9079,13573
"337","t","t","House","Private room",2,2,1,1,"Real Bed",50,1,2,61,"t","f","moderate",9079,13573
"338","f","t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",250,1,1,1,"f","f","moderate",9079,13573
"339","f","f","Townhouse","Entire home/apt",4,2.5,3,3,"Real Bed",240,1,3,8,"t","f","flexible",9079,13573
"341","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,4,1,13,"f","f","flexible",9079,13573
"342","t","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",130,4,1,15,"f","t","moderate",9079,13573
"343","f","f","Apartment","Entire home/apt",4,1,1,3,"Real Bed",117,4,1,10,"t","f","strict",9079,13573
"344","f","f","Apartment","Shared room",2,1,1,1,"Pull-out Sofa",60,1,2,96,"f","f","strict",9079,13573
"345","f","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,2,"t","f","moderate",9079,13573
"346","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",151,1,2,7,"t","f","flexible",9079,13573
"347","f","f","House","Entire home/apt",2,2,1,1,"Real Bed",230,1,3,0,"f","f","flexible",9079,13573
"348","t","t","Townhouse","Private room",2,1.5,1,2,"Real Bed",84,1,3,37,"f","f","moderate",9079,13573
"349","f","t","Apartment","Entire home/apt",2,1,1,1,"Futon",95,2,2,14,"f","f","moderate",9079,13573
"350","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",160,4,1,22,"f","f","flexible",9079,13573
"351","t","t","Apartment","Private room",2,1,1,1,"Real Bed",115,1,2,78,"f","f","moderate",9079,13573
"352","f","t","Loft","Entire home/apt",4,1,2,4,"Real Bed",220,4,3,18,"f","f","moderate",9079,13573
"353","t","t","Condominium","Private room",1,1,1,1,"Real Bed",88,1,6,198,"f","f","moderate",9079,13573
"354","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",150,1,3,12,"f","f","strict",9079,13573
"355","f","t","House","Entire home/apt",8,1,3,4,"Real Bed",275,6,3,76,"f","t","strict",9079,13573
"356","t","t","House","Private room",2,1,1,1,"Real Bed",100,2,3,38,"f","f","moderate",9079,13573
"357","t","t","Apartment","Private room",2,1,1,2,"Real Bed",50,2,1,234,"t","f","flexible",9079,13573
"358","f","f","Apartment","Private room",1,1,1,1,"Real Bed",50,1,5,0,"f","f","moderate",9079,13573
"359","t","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,4,2,8,"f","f","flexible",9079,13573
"361","t","t","Apartment","Private room",2,1,1,1,"Real Bed",50,2,1,220,"t","f","flexible",9079,13573
"362","f","t","House","Entire home/apt",8,2.5,3,3,"Real Bed",300,2,3,7,"f","t","strict",9079,13573
"363","f","f","Apartment","Private room",3,1,1,1,"Real Bed",120,1,1,3,"t","f","strict",9079,13573
"364","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,4,6,"f","f","moderate",9079,13573
"365","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,2,208,"t","t","strict",9079,13573
"366","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,2,2,71,"f","t","strict",9079,13573
"367","f","t","Condominium","Entire home/apt",5,1,2,2,"Real Bed",250,2,3,5,"f","t","strict",9079,13573
"368","f","t","Apartment","Private room",2,1,1,1,"Real Bed",109,1,2,26,"f","f","moderate",9079,13573
"369","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,2,54,"f","f","flexible",9079,13573
"370","t","t","House","Entire home/apt",2,1,1,1,"Real Bed",130,2,2,44,"f","t","flexible",9079,13573
"371","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",185,2,2,37,"f","t","flexible",9079,13573
"372","f","t","Apartment","Private room",2,1,1,1,"Real Bed",82,2,3,18,"f","f","moderate",9079,13573
"373","f","t","Apartment","Private room",2,2,1,1,"Pull-out Sofa",150,1,1,0,"f","f","flexible",9079,13573
"374","t","t","Apartment","Private room",2,1,1,1,"Real Bed",60,2,1,344,"t","f","flexible",9079,13573
"376","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",174,4,3,0,"f","f","moderate",9079,13573
"378","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",180,2,2,82,"f","t","moderate",9079,13573
"380","f","t","Apartment","Private room",2,1,1,1,"Real Bed",63,1,2,3,"f","f","flexible",9079,13573
"381","f","t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",255,1,2,6,"f","f","strict",9079,13573
"382","t","t","House","Private room",1,1,1,1,"Real Bed",50,1,2,58,"t","f","strict",9079,13573
"383","f","t","Apartment","Private room",2,2,1,1,"Real Bed",95,1,1,1,"f","f","flexible",9079,13573
"384","f","t","House","Private room",2,1,1,1,"Real Bed",54,1,1,0,"f","f","flexible",9079,13573
"385","f","t","House","Entire home/apt",9,2,4,6,"Real Bed",250,8,5,5,"f","f","strict",9079,13573
"387","t","t","House","Entire home/apt",5,1,2,4,"Real Bed",199,3,2,69,"f","f","strict",9079,13573
"388","t","t","House","Entire home/apt",4,1,2,3,"Real Bed",145,2,2,137,"f","f","moderate",9079,13573
"389","t","t","House","Entire home/apt",6,1.5,3,3,"Real Bed",300,1,4,11,"f","f","strict",9079,13573
"390","f","t","Condominium","Private room",2,1,1,1,"Real Bed",105,1,1,0,"f","f","moderate",9079,13573
"391","t","t","Condominium","Private room",4,1,1,2,"Real Bed",75,2,1,35,"t","f","moderate",9079,13573
"392","f","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",180,1,1,1,"f","f","flexible",9079,13573
"393","f","t","Apartment","Private room",2,1,1,1,"Futon",70,2,2,41,"f","f","moderate",9079,13573
"394","t","t","Apartment","Entire home/apt",3,2,2,2,"Real Bed",110,3,3,1,"t","f","moderate",9079,13573
"395","f","f","House","Private room",2,2,1,2,"Real Bed",100,1,2,20,"f","f","flexible",9079,13573
"398","t","t","House","Private room",2,1,1,1,"Real Bed",99,1,2,103,"f","f","strict",9079,13573
"399","t","t","Townhouse","Private room",2,1.5,1,1,"Real Bed",50,1,1,5,"f","f","strict",9079,13573
"400","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,1,3,0,"f","f","strict",9079,13573
"401","t","t","Condominium","Private room",2,1,1,1,"Real Bed",90,1,1,12,"t","f","flexible",9079,13573
"402","t","t","Condominium","Entire home/apt",6,1,2,3,"Real Bed",128,1,2,0,"f","f","flexible",9079,13573
"403","f","t","Apartment","Private room",2,1,1,1,"Real Bed",98,1,2,1,"f","f","moderate",9079,13573
"404","f","t","House","Private room",3,1,1,2,"Real Bed",90,2,2,155,"f","f","moderate",9079,13573
"405","f","t","Apartment","Entire home/apt",9,1,3,4,"Real Bed",245,6,1,31,"t","t","moderate",9079,13573
"406","f","t","Apartment","Private room",2,1,1,2,"Real Bed",78,1,2,3,"f","f","strict",9079,13573
"407","f","t","House","Entire home/apt",6,2,4,3,"Real Bed",159,4,2,46,"f","f","moderate",9079,13573
"408","f","t","House","Private room",2,1,1,1,"Real Bed",200,2,2,16,"f","f","strict",9079,13573
"409","t","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,1,"f","f","flexible",9079,13573
"410","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",145,2,1,21,"f","t","moderate",9079,13573
"411","t","t","Condominium","Entire home/apt",4,1.5,2,3,"Real Bed",85,2,2,12,"f","f","moderate",9079,13573
"412","f","t","Apartment","Private room",1,1,1,1,"Real Bed",30,1,15,3,"f","f","flexible",9079,13573
"414","f","f","Apartment","Private room",2,1,1,1,"Real Bed",21,1,7,0,"t","f","flexible",9079,13573
"415","f","f","Apartment","Private room",2,1,1,1,"Real Bed",63,1,1,5,"t","f","strict",9079,13573
"416","t","f","Other","Entire home/apt",5,2,2,2,"Real Bed",160,1,2,14,"f","t","moderate",9079,13573
"417","f","f","House","Private room",5,1,2,3,"Real Bed",115,1,3,44,"f","f","flexible",9079,13573
"418","f","t","Apartment","Entire home/apt",4,1,2,1,"Real Bed",95,1,5,0,"f","f","flexible",9079,13573
"419","t","t","Apartment","Entire home/apt",8,2,4,4,"Real Bed",399,4,2,18,"f","t","strict",9079,13573
"421","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,1,2,9,"t","f","moderate",9079,13573
"422","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",149,1,2,17,"t","f","moderate",9079,13573
"423","f","t","Apartment","Private room",1,1,1,1,"Real Bed",50,1,14,1,"f","f","moderate",9079,13573
"424","f","t","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",70,1,3,12,"f","f","flexible",9079,13573
"425","f","t","Apartment","Entire home/apt",4,1,3,3,"Real Bed",120,2,8,56,"f","f","moderate",9079,13573
"426","f","f","Apartment","Private room",2,1,1,1,"Futon",125,1,1,1,"f","f","flexible",9079,13573
"427","f","t","Apartment","Private room",1,1,1,1,"Real Bed",70,1,1,0,"f","f","flexible",9079,13573
"428","t","f","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",85,1,1,68,"t","f","strict",9079,13573
"429","t","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,125,"f","f","moderate",9079,13573
"430","f","t","Other","Entire home/apt",2,1,1,1,"Real Bed",379,1,4,0,"f","f","strict",9079,13573
"431","f","t","House","Private room",2,1,1,1,"Real Bed",56,1,1,16,"f","f","strict",9079,13573
"432","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,3,0,"f","f","strict",9079,13573
"433","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,1,79,"t","f","strict",9079,13573
"434","f","f","Apartment","Private room",1,1,1,2,"Real Bed",65,1,1,4,"f","f","flexible",9079,13573
"435","f","f","Apartment","Entire home/apt",3,1,0,1,"Real Bed",128,1,3,0,"f","f","strict",9079,13573
"436","t","t","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",60,1,1,9,"f","f","strict",9079,13573
"437","t","t","House","Private room",2,1,1,2,"Real Bed",135,2,2,86,"f","f","moderate",9079,13573
"438","f","t","Condominium","Entire home/apt",4,1,2,2,"Real Bed",325,4,2,3,"f","f","moderate",9079,13573
"439","f","t","Apartment","Private room",2,1,1,1,"Real Bed",115,1,18,0,"t","f","strict",9079,13573
"440","f","f","House","Entire home/apt",5,2,3,3,"Real Bed",113,1,4,0,"f","f","flexible",9079,13573
"441","t","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,12,"f","f","flexible",9079,13573
"442","t","t","House","Private room",4,1,1,2,"Futon",72,2,2,29,"t","f","moderate",9079,13573
"443","f","t","Condominium","Entire home/apt",4,1,2,4,"Real Bed",117,1,1,0,"t","f","flexible",9079,13573
"444","f","f","Apartment","Private room",2,1,1,1,"Real Bed",65,4,1,50,"f","f","strict",9079,13573
"445","t","t","Bed & Breakfast","Private room",1,1.5,1,1,"Real Bed",80,1,1,70,"f","f","strict",9079,13573
"446","f","t","Apartment","Entire home/apt",5,1.5,2,3,"Real Bed",200,1,2,13,"f","f","strict",9079,13573
"447","f","f","Apartment","Entire home/apt",3,1,0,1,"Real Bed",125,1,3,0,"f","f","strict",9079,13573
"448","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,2,2,36,"f","t","moderate",9079,13573
"449","f","t","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,69,"f","f","moderate",9079,13573
"450","t","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,7,25,"f","f","flexible",9079,13573
"451","f","t","Apartment","Private room",3,1,1,2,"Real Bed",67,1,1,4,"f","f","moderate",9079,13573
"452","f","t","Other","Entire home/apt",2,1,0,2,"Real Bed",207,1,7,0,"f","f","moderate",9079,13573
"453","t","t","House","Entire home/apt",4,1,2,2,"Real Bed",180,3,1,77,"f","f","strict",9079,13573
"454","f","t","Condominium","Entire home/apt",5,2,3,3,"Real Bed",210,2,2,3,"f","f","moderate",9079,13573
"455","f","t","Townhouse","Entire home/apt",6,2.5,3,3,"Real Bed",148,1,7,1,"f","f","strict",9079,13573
"456","f","t","Condominium","Private room",1,1,1,1,"Real Bed",80,1,7,0,"f","f","strict",9079,13573
"457","f","t","House","Private room",2,3.5,1,2,"Real Bed",125,1,2,1,"f","f","flexible",9079,13573
"458","t","t","Apartment","Private room",2,1,1,1,"Real Bed",80,1,2,86,"f","f","moderate",9079,13573
"459","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,1,14,"f","f","flexible",9079,13573
"460","f","t","House","Private room",1,1,1,1,"Real Bed",55,1,1,9,"f","f","flexible",9079,13573
"461","f","f","Apartment","Private room",2,1,1,1,"Real Bed",125,1,1,0,"f","f","flexible",9079,13573
